	Description	Category
17097	Оплата по договору №В00175 от 11 июля 2026, счету 0535 от 11 июля 2026 за мясные деликатесы. Сумма 20100.00 В т.ч. НДС 20% 3350.0	FOOD_GOODS
17098	Оплата за Паштет Hame с индейкой 105г по счету 10150460382550542549 от 12.04.2027 Сумма 830.00	FOOD_GOODS
17099	Оплата за Круассан 7 Days с кремом какао 65г по счету 76350130643491112026 от 05/11/2023 Сумма 1920,00	FOOD_GOODS
17100	Оплата за Масло оливковое Global Village 250мл по счету 85844153739083330813 от 02.03.2025 г. Сумма 960,00	FOOD_GOODS
17101	Оплата по товарой накладной за 100 штук пачек кофе Lavaza по счету 0427 от 27 мая 2023 г. .Сумма 9200-00 В т.ч. НДС 20% 1533-33	FOOD_GOODS
17102	Оплата за Бульон Maggi Золотой с курицей в кубиках 72г по счету 04114489325016328599 от 17 сентября 2027 г. Сумма 890.00	FOOD_GOODS
17103	Оплата за нут,сафлор по счету 0241,0242,0243 от 04.04.2027 .Сумма 3640000-00 В т.ч. НДС 20% 606666-66	FOOD_GOODS
17104	Оплата за Паста Балтийский Берег Creme Le Mare сливочная из морепродуктов 150г по счету 03616730424528856830 от 2026.12.29 Сумма 2810,00	FOOD_GOODS
17105	"Оплата по товарной накладной 0697 от 20.12.2023г. за конфеты ""Алёнка"".Сумма 30800,00 В т.ч. НДС 20% 5133,33"	FOOD_GOODS
17106	Оплата по товарой накладной за 100 штук пачек кофе Lavaza по счету 0593 от 19 февраля 2026 .Сумма 16400.00 В т.ч. НДС 20% 2733.33	FOOD_GOODS
17107	Оплата минеральной питьевой воды по счету 50349399203109851439 от 18.10.2027 г. Сумма 670.00 без учета НДС	FOOD_GOODS
17108	Оплата за Смесь сухая Maggi На второе для плова с курицей 24г по счету 73227418033099448510 от 2026.12.08 Сумма 4580.00	FOOD_GOODS
17109	Оплата за ж/д, авиабилеты и проживание по счету 36647378904792301235 от 29.01.2026г. на основании договора 97.029610-БГ от 13 сентября 2026г	FOOD_GOODS
17110	Оплата за Крем-мыло Красная цена с оливой 90г по счету 39040144586369367483 от 31 августа 2025г Сумма 1350.00	FOOD_GOODS
17111	Оплата за Лимоны по счету 81951516920322187303 от 13 июня 2027 Сумма 610-00	FOOD_GOODS
17112	Оплата за Чечевица Global Village красная 450г по счету 00020909874615367702 от 2025-07-21 Сумма 1290,00	FOOD_GOODS
17113	Оплата за Кофе в капсулах Jardin Ristretto молотый 10x5г по счету 68279002706730660362 от 23/10/2026 Сумма 900-00	FOOD_GOODS
17114	Оплата за Макароны Makfa Спагетти 450г по счету 86026987727856336016 от 05 апреля 2026 г. Сумма 3590,00	FOOD_GOODS
17115	Оплата за Кисель Русский продукт Клюквенный 190г по счету 91733197468382343838 от 19 мая 2025 г. Сумма 890.00	FOOD_GOODS
17116	Оплата по сч. 0296 от 30.08.2023 г. за абхазсие мандарины. Сумма 7800,00 В т.ч. НДС 20% - 1300,0	FOOD_GOODS
17117	Оплата минеральной питьевой воды по счету 28285367306330382401 от 06.03.2027 Сумма 3680,00 без учета НДС	FOOD_GOODS
17118	Оплата за Горошек Global Village Selection зеленый 400г по счету 78113558098764540515 от 2028.01.01 Сумма 2210.00	FOOD_GOODS
17119	За консультации юриста по договору №066 от 09/08/2025г.	FOOD_GOODS
17120	Оплата за 500 штук новогодних шоколадных подарков по счету 0096 от 2027.08.31 .Сумма 16900,00 В т.ч. НДС 20% 2816,66	FOOD_GOODS
17121	Оплата по товарой накладной за 100 штук пачек кофе Lavaza по счету 0561 от 17/10/2026 .Сумма 43000,00 В т.ч. НДС 20% 7166,66	FOOD_GOODS
17122	Оплата за Грейпфрут красный по счету 54906033612973646074 от 16 сентября 2027г Сумма 3550-00	FOOD_GOODS
17123	Оплата за кофе в зернах по счету 69132229066575256752 от 19.08.2026г Сумма 3990-00 в т.ч. НДС 20% 665-00	FOOD_GOODS
17124	Оплата по сч. 282 от 28.01.2026г, за транспортные услуги НДС не облагается.	FOOD_GOODS
17125	Оплата за нут,сафлор по счету 0531,0532,0533 от 31 декабря 2025 .Сумма 3550000.00 В т.ч. НДС 20% 591666.66	FOOD_GOODS
17126	Оплата по дог.финансовой аренды №60-03915Д от 12.04.2024, акт приема-передачи 839 от 10/02/2024г.. В т.ч. НДС(20%) 460000.0	FOOD_GOODS
17127	Предоставление денежных средств по договору займа №53Д-01225 от 08/04/2024г.. Без НДС	FOOD_GOODS
17128	Оплата за Гранат по счету 73731355257544497153 от 29/10/2027г. Сумма 3160,00	FOOD_GOODS
17129	Оплата за игристое вино Asti по договору №41-00721 от 19.01.2024г. .Сумма 4770000.00 В т.ч. НДС 20% 795000.0	FOOD_GOODS
17130	Оплата за кофе в зернах по счету 34531068441613896355 от 01/01/2027 Сумма 1640,00 в т.ч. НДС 20% 273,33	FOOD_GOODS
17131	Оплата за Апельсины по счету 69028351938972407975 от 20/03/2028г. Сумма 1340,00	FOOD_GOODS
17132	Оплата по сч. 0783 от 22.02.2023г. за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94	FOOD_GOODS
17133	Оплата по счету 0248 от 16.10.2024г. за Red Bull. Сумма 22300.00 без учета НДС	FOOD_GOODS
17134	Оплата за Лапша Доширак быстрого приготовления со вкусом говядины, 90г по счету 96867972759741658863 от 11/09/2025 Сумма 4100-00	FOOD_GOODS
17135	Оплата за Скумбрия Fish House холодного копчения 300г по счету 57660246113562716039 от 08 деакбря 2027г Сумма 640-00	FOOD_GOODS
17136	Оплата за Печенье Bombbar Шоколадный Брауни 40г по счету 17499476388881401113 от 22.03.2027г Сумма 2650.00	FOOD_GOODS
17137	Оплата за Размещение рекламы по счету 73705449236180903599 от 02.01.2026г; Договор №02422Е от 13 июня 2028	FOOD_GOODS
17138	Оплата за Фарш Мираторг свино-говяжий домашний 400г по счету 74394275039063922617 от 05.03.2023 г. Сумма 2690.00	FOOD_GOODS
17139	Оплата за Рис по счету 61206414927462321131 от 09 октября 2028г Сумма 3540,00	FOOD_GOODS
17140	Оплата за Масло оливковое Global Village Classic для жарки 500мл по счету 30687833226450754477 от 04.11.2024г. Сумма 3710.00	FOOD_GOODS
17141	Обеспечительный платеж за виллу,договор №98-01663Е от 2025-11-19	FOOD_GOODS
17142	Оплата за Карамель, леденцы по счету 75852311841875125026 от 30.10.2027г. Сумма 3310,00	FOOD_GOODS
17143	Оплата за Фарш Петелинка Премиум из филе грудки охлажденный 450г по счету 53870953964150108846 от 03.04.2028 г. Сумма 2820-00	FOOD_GOODS
17144	"Оплата по договору №А03076/25 от 11/02/2028, счету 0577 от 11/02/2028 за ""Дымовские колбасы"".Сумма 1570000,00 В т.ч. НДС 20% 261666,66"	FOOD_GOODS
17145	Оплата за Мускатный орех Индана молотый 15г по счету 28144388811332920665 от 21.08.2024г. Сумма 3880.00	FOOD_GOODS
17146	Оплата минеральной питьевой воды по счету 82721061811651920417 от 05 сентября 2028 г. Сумма 4840,00 без учета НДС	FOOD_GOODS
17147	Оплата за Ананасы Global Village кольца 580г по счету 24676050457790756760 от 15.03.2026 Сумма 4660,00	FOOD_GOODS
17148	Оплата минеральной питьевой воды по счету 51093968767835786540 от 14 марта 2026 г. Сумма 2910,00 без учета НДС	FOOD_GOODS
17149	Оплата минеральной питьевой воды по счету 02828815761721503011 от 2024.05.31 Сумма 3320-00 без учета НДС	FOOD_GOODS
17150	"Оплата по товарной накладной 0851 от 03.03.2028 за конфеты ""Алёнка"".Сумма 21200-00 В т.ч. НДС 20% 3533-33"	FOOD_GOODS
17151	Оплата за Фарш Мираторг говяжий охлажденный 400г по счету 54061447353117852041 от 29.08.2025 г. Сумма 4430-00	FOOD_GOODS
17152	Оплата за Макароны Makfa Спагетти 450г по счету 44468705265418869223 от 24.04.2024 г. Сумма 1100.00	FOOD_GOODS
17153	Оплата по договору №69-02712Б от 12/09/2023г., за сырьё для пищевой промышленности в т.ч. НДС 20% 806666,66	FOOD_GOODS
17154	оплата по счетам 0475, 0449,0248, 0444 за услугиСумма 16.01.2027В т.ч. НДС(20%) 2520000-00 (перевозка грузов)	FOOD_GOODS
17155	За участие в конференции в г. Новомосковск по договору №Б03073 от 30 мая 2026г	FOOD_GOODS
17156	Оплата за Масло оливковое Filippo Berio Extra Virgin 0.5л по счету 83599526133928569846 от 14 мая 2028г Сумма 1970.00	FOOD_GOODS
17157	Оплата за Сахар Русский рафинад прессованный 500г по счету 93311989924730448642 от 05.12.2023 Сумма 890,00	FOOD_GOODS
17158	Оплата за Мед Медовый Край Разнотравье цветочный натуральный 500г по счету 63562952577081752880 от 07 декабря 2026 Сумма 540.00	FOOD_GOODS
17159	Оплата по договору №А-02399/26 от 20/01/2026, счету 0556 от 20/01/2026 за мясные деликатесы. Сумма 26000.00 В т.ч. НДС 20% 4333.33	FOOD_GOODS
17160	Оплата по сч. 0943 от 21.06.2026 г. за абхазсие мандарины. Сумма 47700-00 В т.ч. НДС 20% - 7950-00	FOOD_GOODS
17161	Оплата за нут,сафлор по счету 0268,0269,0270 от 2023-03-14 .Сумма 2540000-00 В т.ч. НДС 20% 423333-33	FOOD_GOODS
17162	Оплата за Леденцы Бон Пари Фруктовый Микс 75г по счету 79724832754752724519 от 29/12/2025 Сумма 1140,00	FOOD_GOODS
17163	Оплата за Напиток кофейный Nescafé 3в1 карамель растворимый 14.5г по счету 01662714318074400993 от 14.02.2025 Сумма 4180,00	FOOD_GOODS
17164	Оплата за Полосатик Fish House желтый сушено-вяленый 40г по счету 08926144335024726561 от 30.12.2026г. Сумма 1130,00	FOOD_GOODS
17165	Оплата минеральной питьевой воды по счету 49516448962480514240 от 2024-12-25 Сумма 2390-00 без учета НДС	FOOD_GOODS
17166	Оплата по счету 0094 от 22 апреля 2027 г. за Red Bull. Сумма 24000,00 без учета НДС	FOOD_GOODS
17167	Оплата за Масло Олейна подсолнечное рафинированное дезодорированное 1с 1л по счету 72727081553904741446 от 23.08.2025 Сумма 3480.00	FOOD_GOODS
17168	Оплата за игристое вино Asti по договору №А-04001/96 от 27 марта 2027г .Сумма 1970000,00 В т.ч. НДС 20% 328333,33	FOOD_GOODS
17169	Оплата за Апельсины по счету 77507791113003533197 от 23/03/2025г. Сумма 750.00	FOOD_GOODS
17170	Оплата за Морепродукты по счету 02614090735973055920 от 01.07.2025 Сумма 4860,00	FOOD_GOODS
17171	Оплата за запасные части для оборудования по счету №0937 от 13/10/2024г.; Договор №18-04763Б от 02 авгсута 2023 г.	FOOD_GOODS
17172	Оплата по сч. 0551 от 2027.09.15 за абхазсие мандарины. Сумма 7000,00 В т.ч. НДС 20% - 1166,66	FOOD_GOODS
17173	Оплата за Чай травяной Greenfield Summer Bouquet 25х2г по счету 47979416620678021450 от 10 мая 2026 Сумма 4570.00	FOOD_GOODS
17174	Оплата по договору №01334А от 21 апреля 2027, за сырьё для пищевой промышленности в т.ч. НДС 20% 390000.0	FOOD_GOODS
17175	Оплата за Порошок Ушастый Нянь для стирки детского белья 2.4кг по счету 78493455772055052628 от 09.06.2025г Сумма 880-00	FOOD_GOODS
17176	Оплата за Соломка рыбная Флотская со вкусом стейка солено-сушеная 15г по счету 14498807980103222945 от 17.02.2028 г. Сумма 600-00	FOOD_GOODS
17177	Возврат денежных средств по договору займа №03182В от 2024.07.10. Без НДС	FOOD_GOODS
17178	Оплата за Масло Global Village виноградное рафинированное 250мл по счету 63227724843083383157 от 24.02.2027г. Сумма 3610,00	FOOD_GOODS
17179	Оплата за нут,сафлор по счету 0246,0247,0248 от 06.11.2027г .Сумма 2760000-00 В т.ч. НДС 20% 460000-00	FOOD_GOODS
17180	Паевой взнос в жилищно-строительный кооператив с целью приобретения права собственности на жилое помещение по адресу г. Новошахтинск, Приозерная ул., д. 7	FOOD_GOODS
17181	Оплата за Персики Global Village половинки в сиропе 820г по счету 55072245237932377804 от 22.07.2025 Сумма 2080.00	FOOD_GOODS
17182	Оплата по дог.финансовой аренды 62.161087-ВЕ от 26.07.2023 г., акт приема-передачи 292 от 30/11/2024. В т.ч. НДС(20%) 575000.0	FOOD_GOODS
17183	оплата по счетам 0275, 0253,0048, 0576 за услугиСумма 15 марта 2028 г.В т.ч. НДС(20%) 3000000-00 (перевозка грузов)	FOOD_GOODS
17184	Оплата минеральной питьевой воды по счету 04674306311499359789 от 11 сентября 2027г Сумма 3830.00 без учета НДС	FOOD_GOODS
17185	Оплата за Апельсины по счету 86448868210765660953 от 18 ноября 2027г Сумма 2570-00	FOOD_GOODS
17186	Оплата за Перец Индана душистый горошек 10г по счету 15479880462027152442 от 2024-09-03 Сумма 2730.00	FOOD_GOODS
17187	Оплата за Кофе в зернах Venetto Crema натуральный жареный 1г по счету 52501684410637712096 от 31 декабря 2027г Сумма 760,00	FOOD_GOODS
17188	Оплата по товарой накладной за 100 штук пачек кофе Lavaza по счету 0744 от 14.02.2027г .Сумма 28000-00 В т.ч. НДС 20% 4666-66	FOOD_GOODS
17189	Оплата по договору №Е01304/74 от 15.07.2023г., за сырьё для пищевой промышленности в т.ч. НДС 20% 255000.0	FOOD_GOODS
17190	Оплата за 500 штук новогодних шоколадных подарков по счету 0755 от 13.12.2023г .Сумма 25300-00 В т.ч. НДС 20% 4216-66	FOOD_GOODS
17191	Оплата за Тунец Fish House кусочки в собственном соку 185г по счету 55127067909482521098 от 05 июня 2025г Сумма 2190,00	FOOD_GOODS
17192	Оплата минеральной питьевой воды по счету 90595156950570838874 от 15.06.2025г Сумма 17900-00 без учета НДС	FOOD_GOODS
17193	Оплата за Чай травяной Greenfield Summer Bouquet 25х2г по счету 47086467447493407137 от 16/11/2026г. Сумма 1790.00	FOOD_GOODS
17194	Оплата за Кислота Красная Цена уксусная пищевая 70% 180мл по счету 03575575697180533148 от 2024.06.13 Сумма 510-00	FOOD_GOODS
17195	Оплата за Какао-напиток Хрутка быстрорастворимый 480г по счету 62293483758754944613 от 10.09.2026 г. Сумма 550.00	FOOD_GOODS
17196	Оплата за Круассаны 7 Days мини c кремом со вкусом Ваниль 265г по счету 95750976725796498657 от 2028-08-02 Сумма 2020.00	FOOD_GOODS
17197	Оплата за нут,сафлор по счету 0553,0554,0555 от 21.07.2024г. .Сумма 1560000.00 В т.ч. НДС 20% 260000.0	FOOD_GOODS
17198	Оплата за игристое вино Asti по договору б/н от 24/02/2025 .Сумма 3670000,00 В т.ч. НДС 20% 611666,66	FOOD_GOODS
17199	Оплата за Круассан 7 Days с кремом какао 4х65г по счету 36985663296651334049 от 23 октября 2027г Сумма 4760.00	FOOD_GOODS
17200	Оплата за игристое вино Asti по договору №2-02255/49 от 05/03/2027г. .Сумма 4580000,00 В т.ч. НДС 20% 763333,33	FOOD_GOODS
17201	Оплата за Паштет Мясная Ферма печеночный со вкусом гусиного мяса 200г по счету 28925881407707389347 от 28 апреля 2026 Сумма 4420.00	FOOD_GOODS
17202	Оплата за Пряники Зерница Славянские мятный вкус 400г по счету 79496812601561281797 от 17/07/2028 Сумма 4630-00	FOOD_GOODS
17203	Оплата минеральной питьевой воды по счету 47106108817232327087 от 27.10.2026 г. Сумма 29500-00 без учета НДС	FOOD_GOODS
17204	Оплата за Тушка цыпленка охлажденная по счету 69998658482083114565 от 02.07.2027г. Сумма 1760.00	FOOD_GOODS
17205	Оплата по счету 0219 от 2024-04-28 за Red Bull. Сумма 37900,00 без учета НДС	FOOD_GOODS
17206	Оплата по сч. 0270 от 17/01/2028 за абхазсие мандарины. Сумма 6300,00 В т.ч. НДС 20% - 1050,0	FOOD_GOODS
17207	оплата по счёту № 0682 от 23/10/2027г. за транспортные услугиСумма 1400000,00В т.ч. НДС(20%) 233333,33	FOOD_GOODS
17208	Оплата за Макароны Шебекинские спирали №366, 450г по счету 76717803221105783644 от 15.10.2026 Сумма 1210,00	FOOD_GOODS
17209	Предоставление кредита по договору №98А-04424 от 21/05/2027 (приобретение недвижимости)	FOOD_GOODS
17210	Оплата за Кофе растворимый Monarch Original натуральный сублимированный 190г по счету 93792979884954228974 от 16 сентября 2027 Сумма 1050-00	FOOD_GOODS
17211	Оплата за Орех грецкий очищенный по счету 77768661379663679641 от 20 мая 2027г Сумма 2160.00	FOOD_GOODS
17212	Оплата за Шоколад Milka с цельным фундуком молочный 80г по счету 50972331212351965281 от 19.08.2027г Сумма 700,00	FOOD_GOODS
17213	Оплата за кофе в зернах по счету 79788751823350284596 от 10.02.2026 г. Сумма 2930.00 в т.ч. НДС 20% 488.33	FOOD_GOODS
17214	Оплата за Форель Fish House слабосоленая филе-кусок 200г по счету 32324688958847876810 от 29 марта 2028г Сумма 2610,00	FOOD_GOODS
17215	Оплата минеральной питьевой воды по счету 04107257510972964285 от 11.10.2028 Сумма 1060,00 без учета НДС	FOOD_GOODS
17216	Оплата за Голень цыпленка Петелинка охлажденная по счету 37239613616810441656 от 15 ноября 2027 г. Сумма 990-00	FOOD_GOODS
17217	Оплата минеральной питьевой воды по счету 73867257686735060558 от 11.10.2028 г. Сумма 48100-00 без учета НДС	FOOD_GOODS
17218	Оплата за Масло Санта Бремор Бутербродное лососевое 100г по счету 03728904027994727473 от 01 сентября 2023 г. Сумма 4810-00	FOOD_GOODS
17219	Оплата по сч. 0913 от 26 августа 2024 за абхазсие мандарины. Сумма 33900,00 В т.ч. НДС 20% - 5650,0	FOOD_GOODS
17220	Оплата по счету 0059 от 14 августа 2025 за Red Bull. Сумма 17800,00 без учета НДС	FOOD_GOODS
17221	Оплата за Смесь сухая Maggi На второе для плова с курицей 24г по счету 82304017150071941083 от 04.07.2023г. Сумма 3830-00	FOOD_GOODS
17222	Оплата за Масло Санта Бремор Бутербродное лососевое 100г по счету 30221440622039390554 от 10.04.2023 Сумма 4440,00	FOOD_GOODS
17223	Оплата за Яблоки Голден по счету 49963347108506285167 от 19.05.2027 Сумма 3800.00	FOOD_GOODS
17224	"Оплата по договору №01611В от 2023-03-24, счету 0560 от 2023-03-24 за ""Дымовские колбасы"".Сумма 3790000-00 В т.ч. НДС 20% 631666-66"	FOOD_GOODS
17225	Оплата за Хлопья зерновые по счету 96794826499284691044 от 08.01.2027 г. Сумма 590,00	FOOD_GOODS
17226	Оплата за Макароны Makfa витки 450г по счету 64260775830826624803 от 2023-02-03 Сумма 1580,00	FOOD_GOODS
17227	Оплата за Дыня Пьель Де Сапо по счету 07201718630569059984 от 2028.03.21 Сумма 3290.00	FOOD_GOODS
17228	Оплата за Бульон Роллтон Домашний куриный 90г по счету 21829850834624035258 от 26.09.2026 Сумма 2310-00	FOOD_GOODS
17229	Оплата за Манго спелое Египет по счету 05984931206083622315 от 26.06.2026г. Сумма 890.00	FOOD_GOODS
17230	"Оплата по договору 92.006201-АВ от 16.06.2026, счету 0132 от 16.06.2026 за ""Дымовские колбасы"".Сумма 4240000,00 В т.ч. НДС 20% 706666,66"	FOOD_GOODS
17231	Оплата минеральной питьевой воды по счету 80599354252157166540 от 24.11.2025 Сумма 49800,00 без учета НДС	FOOD_GOODS
17232	Комиссия за организацию сделки по дог. лизинга №Г-02632/62. Сумма 24.04.2025г, в т.ч. НДС 20% 3560,00	FOOD_GOODS
17233	Оплата минеральной питьевой воды по счету 11111483752701000991 от 10.10.2025г. Сумма 3720-00 без учета НДС	FOOD_GOODS
17234	"Оплата по договору №1-04568/40 от 2027.10.20, счету 0799 от 2027.10.20 за ""Дымовские колбасы"".Сумма 4000000-00 В т.ч. НДС 20% 666666-66"	FOOD_GOODS
17235	Возмещение расходов на страхование ОСАГО по договору лизинга №7-01178/75 от 26/04/2024г. в сумме 29400,00, без НДС	FOOD_GOODS
17236	Оплата за Хурма по счету 94765952618454905818 от 08 июля 2024г Сумма 3610.00	FOOD_GOODS
17237	Оплата за нут,сафлор по счету 0485,0486,0487 от 22 ноября 2027 г. .Сумма 4840000-00 В т.ч. НДС 20% 806666-66	FOOD_GOODS
17238	Оплата за Какао-напиток Хрутка быстрорастворимый 480г по счету 70782853458131975851 от 01 марта 2028 г. Сумма 3160,00	FOOD_GOODS
17239	Оплата по договору №Г-03536/62 от 06.05.2024г. сырье для пвадСумма 2140000.00В т.ч. НДС(20%) 356666.66	FOOD_GOODS
17240	Оплата за ж/д, авиабилеты и проживание по счету 59979357555746045544 от 21/11/2024 на основании договора №5-04039/05 от 14 апреля 2026	FOOD_GOODS
17241	Оплата за Икра имитированная Fish House со вкусом лососевой икры с креомм 200г по счету 80382774619688894510 от 26.11.2027 Сумма 3850,00	FOOD_GOODS
17242	Предоставление денежных средств по договору займа №65Б-04626 от 29.03.2023г. Без НДС	FOOD_GOODS
17243	Оплата за Туалетная бумага по счету 12698117104366245317 от 27 февраля 2027г Сумма 2860,00	FOOD_GOODS
17244	Оплата за Сахар Селяночка белый 1кг по счету 65617958013024987590 от 11 ноября 2027г Сумма 1120,00	FOOD_GOODS
17245	Оплата по счету 0309,0310,0311 от 02 сентября 2024 г. (в рамках договора финансовой аренды 29.412547-БВ от 18.06.2023г.). В т.ч. НДС(20%) 821666.66	FOOD_GOODS
17246	Возмещение расходов на страхование ОСАГО по договору лизинга №5-04023/09 от 10.08.2025г в сумме 26000-00, без НДС	FOOD_GOODS
17247	Оплата за Чай травяной Greenfield Wildberry Rooibus с кусочками земляники и клюквы 25х1.5г по счету 90767530332808250314 от 17/11/2023г. Сумма 4250,00	FOOD_GOODS
17248	Оплата за Чечевица Global Village красная 450г по счету 80564869940169871341 от 19 августа 2024 г. Сумма 2780.00	FOOD_GOODS
17249	Оплата за Фарш Петелинка Премиум из филе грудки охлажденный 450г по счету 95601728017681724250 от 20.07.2024 Сумма 2280-00	FOOD_GOODS
17250	Оплата за Сушеная и вяленая рыба по счету 11395484576610997498 от 06 декабря 2026г Сумма 4840.00	FOOD_GOODS
17251	Оплата за кофе в зернах по счету 70265168184229956974 от 15.01.2024г Сумма 3810,00 в т.ч. НДС 20% 635,0	FOOD_GOODS
17252	Оплата за Замороженное мясо по счету 28395283756701235317 от 21 февраля 2027 Сумма 1110,00	FOOD_GOODS
17253	Оплата за Драже M&M's с арахисом в ассортименте 45г по счету 94283138433937824550 от 19 апреля 2023г Сумма 1750-00	FOOD_GOODS
17254	Оплата за Яблоко сезонное по счету 61080374705454460692 от 23.02.2027г Сумма 4440-00	FOOD_GOODS
17255	Оплата минеральной питьевой воды по счету 83032038803303770156 от 18.02.2028г Сумма 2700,00 без учета НДС	FOOD_GOODS
17256	Комиссия за организацию сделки по дог. лизинга №126. Сумма 11.06.2025, в т.ч. НДС 20% 3520,00	FOOD_GOODS
17257	Предоплата за автозапчасти по счету 0536 от 04 ноября 2027г года; Договор №Д02170 от 08.03.2024 г.	FOOD_GOODS
17258	За гостиницу (Россия, г. Ставрополь)	FOOD_GOODS
17259	Оплата за нут,сафлор по счету 0703,0704,0705 от 17.07.2023 .Сумма 500000-00 В т.ч. НДС 20% 83333-33	FOOD_GOODS
17260	Оплата за Хлопья зерновые по счету 84787667586280039963 от 03.12.2028г. Сумма 4770,00	FOOD_GOODS
17261	Оплата за Масло оливковое Filippo Berio Extra Virgin 0.5л по счету 49989547768258938726 от 28.09.2024 Сумма 1850.00	FOOD_GOODS
17262	Оплата за Гель-крем для душа Palmolive Натурэль Интенсивное увлажнение Олива и увлажняющее молочко 750мл по счету 25057692276629387287 от 09.03.2024 Сумма 1020,00	FOOD_GOODS
17263	"Оплата по договору №56-00191В от 11/03/2027г., счету 0134 от 11/03/2027г. за ""Дымовские колбасы"".Сумма 3510000-00 В т.ч. НДС 20% 585000-00"	FOOD_GOODS
17264	Оплата по Договору №65Е-03783 от 27/08/2027г. за акт 0131 транспортные услуги Сумма 45200,00Без налога(НДС)	FOOD_GOODS
17265	Оплата за Гуляш Рестория Свиной охлажденный 400г по счету 56331327914655911320 от 14/11/2028г. Сумма 3990,00	FOOD_GOODS
17266	Оплата за Рулет бисквитный Красная Цена клубничный 200г по счету 65861193956845071750 от 03.03.2025 г. Сумма 2280,00	FOOD_GOODS
17267	Оплата за Коктейль из морепродуктов 3 Fish в масле 150г по счету 63456154664475198880 от 19 октября 2024 Сумма 4020-00	FOOD_GOODS
17268	Оплата за Средство для мытья посуды Fairy Нежные руки ромашка и витамин Е 900мл по счету 04605185567471669897 от 2024.06.13 Сумма 3960.00	FOOD_GOODS
17269	Оплата за Минтай Borealis филе блочное без кожи без костей 400г по счету 96601347458049092787 от 10/02/2026 Сумма 4510,00	FOOD_GOODS
17270	Оплата за Конфеты Raffaello Миндаль и кокос 150г по счету 24094527625017766608 от 27.09.2026г Сумма 2820.00	FOOD_GOODS
17271	Оплата за Кисель Леовит Желудочный нейтральный 5х20г по счету 41386220407446949080 от 01.09.2023г Сумма 1480.00	FOOD_GOODS
17272	Оплата за 500 штук новогодних шоколадных подарков по счету 0128 от 27.03.2027г .Сумма 23300,00 В т.ч. НДС 20% 3883,33	FOOD_GOODS
17273	Оплата за Купаты Атяшево свиные гриль охлажденные 400г по счету 52540790935457109110 от 24/08/2025г. Сумма 3730-00	FOOD_GOODS
17274	Оплата за Пакеты Liberhaus для продуктов 26x36см 100шт. по счету 00925496744924835682 от 09.12.2028г. Сумма 4680,00	FOOD_GOODS
17275	Оплата за Контейнер Liberhaus для продуктов герметичный 500мл в ассортименте по счету 14990146931042963567 от 19.04.2028г. Сумма 610.00	FOOD_GOODS
17276	Оплата по договору №47-00437В от 23.04.2025г., за сырьё для пищевой промышленности в т.ч. НДС 20% 180000,0	FOOD_GOODS
17277	Оплата по акту сверки б/н от 25.04.2024 (в рамках договора лизинга №213 от 22.06.2024г). В т.ч. НДС(20%) 798333.33	FOOD_GOODS
17278	"Оплата по товарной накладной 0819 от 19.11.2028г за конфеты ""Алёнка"".Сумма 11500,00 В т.ч. НДС 20% 1916,66"	FOOD_GOODS
17279	Оплата за Кукуруза Global Village сахарная 340г по счету 43690508487326701992 от 16 ноября 2025 г. Сумма 4210-00	FOOD_GOODS
17280	Оплата за Кофе Lavazza Crema e Gusto молотый 250г по счету 60024338188355183457 от 08/05/2026г. Сумма 840.00	FOOD_GOODS
17281	"Оплата по товарной накладной 0981 от 11 мая 2024 г. за конфеты ""Алёнка"".Сумма 20000-00 В т.ч. НДС 20% 3333-33"	FOOD_GOODS
17282	Оплата за Лимоны по счету 20327329414813575425 от 16.08.2023г Сумма 900-00	FOOD_GOODS
17283	Оплата за Жевательный мармелад Mixbar фруктово-ягодный в ассортименте 70г по счету 80561019451768390535 от 03.07.2024 г. Сумма 3720,00	FOOD_GOODS
17284	Оплата за Коктейль из морепродуктов 3 Fish в масле 150г по счету 41396882298040923343 от 22/11/2024г. Сумма 1370-00	FOOD_GOODS
17285	Оплата по договору №2-00018/46 от 2025-07-29, за сырьё для пищевой промышленности в т.ч. НДС 20% 298333-33	FOOD_GOODS
17286	"Оплата по товарной накладной 0508 от 09.07.2027 за конфеты ""Алёнка"".Сумма 39100-00 В т.ч. НДС 20% 6516-66"	FOOD_GOODS
17287	Оплата за Пакет Rose ButterFly с пластиковыми ручками в ассортименте по счету 73807191746003732407 от 07.02.2028г Сумма 2500-00	FOOD_GOODS
17288	Оплата за нут,сафлор по счету 0840,0841,0842 от 01 августа 2026 г. .Сумма 750000-00 В т.ч. НДС 20% 125000-00	FOOD_GOODS
17289	Оплата за Чай Бабушкино лукошко детский травяной Ромашка 20x1г по счету 33190755240163511810 от 06 сентября 2026 г. Сумма 1030,00	FOOD_GOODS
17290	"Оплата по договору №5-02670/84 от 21.10.2027, счету 0919 от 21.10.2027 за ""Дымовские колбасы"".Сумма 590000-00 В т.ч. НДС 20% 98333-33"	FOOD_GOODS
17291	Оплата за Соленая рыба по счету 32102347356841287568 от 05/11/2024г. Сумма 3990-00	FOOD_GOODS
17292	Оплата за Кофе в зернах Venetto натуральный жареный 800г по счету 32405398667591362735 от 18 ноября 2026г Сумма 2030.00	FOOD_GOODS
