description,mislead_category,predicted_category 
Оплата за Кондиционер для белья Е Делюкс 1.7л по счету 49344071820226444797 от 08.07.2025 Сумма 3680-00,SERVICE,NON_FOOD_GOODS
Оплата за Туалетная бумага Красная цена с тиснением и перфорацией 3 слоя 8шт по счету 81679016599231047783 от 10.09.2028г Сумма 990-00,SERVICE,NON_FOOD_GOODS
"Оплата по сч. 0130 от 25/02/2024г. за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94",SERVICE,FOOD_GOODS
Оплата за Салфетки влажные универсальные 80шт. по счету 77165081607504035897 от 06 марта 2024 г. Сумма 1600.00,SERVICE,NON_FOOD_GOODS
"Счет на оплату № 0467 от 04.01.2026г.МКР для фильтрпресса. Сумма 46200,00В т.ч. НДС(20%) 7700,0",SERVICE,NON_FOOD_GOODS
"Оплата за насосы по договору №6-01352/18 от 04 августа 2028 (частичная оплата).Сумма 4690000,00В тч НДС(20%) 781666,66",SERVICE,NON_FOOD_GOODS
"Оплата по счетам 0458,0459,0460 от 04 августа 2023 (за бетон марки М300)Сумма 13000-00 В т.ч. НДС 20% 2166-66",SERVICE,NON_FOOD_GOODS
"Оплата за нут,сафлор по счету 0229,0230,0231 от 2027-11-18 .Сумма 3650000-00 В т.ч. НДС 20% 608333-33",SERVICE,FOOD_GOODS
Оплата за Мармелад Mix Bar жевательный со вкусом колы 70г по счету 62275050778923264608 от 23.07.2026 г. Сумма 610-00,SERVICE,FOOD_GOODS
"По предвариельному договору №442 от 26 июня 2024 за квартиру в ЖК по адресу г. Пушкино, Луговой пер., д. 19",SERVICE,REAL_ESTATE
Оплата за Сухофрукты по счету 09069172187875056682 от 02/04/2028 Сумма 1050.00,SERVICE,FOOD_GOODS
Оплата за насосы по договору №068 от 2023-05-21 (частичная оплата).Сумма 4690000.00В тч НДС(20%) 781666.66,SERVICE,NON_FOOD_GOODS
"Оплата за Аэрозоль Раптор универсальный от 17 видов насекомых 275мл по счету 38224766462052355606 от 12.02.2023 г. Сумма 4960,00",SERVICE,NON_FOOD_GOODS
Оплата за Шпроты Вкусные консервы в масле 160г по счету 41658992348711549593 от 30.05.2024 Сумма 2220-00,SERVICE,FOOD_GOODS
"Частичная оплата по счету № 0322 от 14.06.2026 за костюмы ФаворитСумма 13500,00В т.ч. НДС(20%) 2250,0",SERVICE,NON_FOOD_GOODS
"Счет на оплату № 0127 от 12.01.2025г.г.МКР для фильтрпресса. Сумма 29200,00В т.ч. НДС(20%) 4866,66",SERVICE,NON_FOOD_GOODS
"Оплата по дог.финансовой аренды №66-02963 от 23.02.2025 г., акт приема-передачи 360 от 20 сентября 2024г. В т.ч. НДС(20%) 403333-33",SERVICE,LEASING
"Оплата за Порошок чистящий Пемолюкс лимон 480г по счету 26637853390531670262 от 05 октября 2026 Сумма 1090,00",SERVICE,NON_FOOD_GOODS
"Оплата по сч. 0787 от 10.05.2028г за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94",SERVICE,FOOD_GOODS
Оплата за Контейнер Liberhaus для продуктов герметичный 500мл в ассортименте по счету 83725669933655944654 от 14 декабря 2027 г. Сумма 4410.00,SERVICE,NON_FOOD_GOODS
"Оплата за Салфетки Tolli Plus Зеленый чай влажные освежающие 20шт по счету 81654910236972071871 от 15 января 2028 г. Сумма 3940,00",SERVICE,NON_FOOD_GOODS
Оплата за запасные части для оборудования по счету №0908 от 20.06.2024г.; Договор №67Д-02793 от 25 апреля 2023 г.,SERVICE,NON_FOOD_GOODS
"Оплата за Бананы по счету 77684966744964740286 от 01/01/2026г. Сумма 3790,00",SERVICE,FOOD_GOODS
"Оплата за Гель для душа Camay Магическое заклинание 400мл по счету 40018887631267705350 от 08 марта 2027 Сумма 4030,00",SERVICE,NON_FOOD_GOODS
Оплата за Средство чистящее Бреф Сила-Актив для унитаза 3х50г по счету 27035479000286539851 от 23.10.2028 Сумма 1580-00,SERVICE,NON_FOOD_GOODS
"Оплата за Батарейки Liberhaus AAA, 4шт по счету 99635795042992903020 от 09.09.2024г. Сумма 3330-00",SERVICE,NON_FOOD_GOODS
"Оплата за Шоколадные и арахисовые пасты по счету 80326113056326064248 от 11.08.2023г. Сумма 1540,00",SERVICE,FOOD_GOODS
Оплата за Туалетная бумага Zewa Deluxe Без аромата 3 слоя 8 рулонов по счету 22548575539886018654 от 17.02.2027г Сумма 1160.00,SERVICE,NON_FOOD_GOODS
"Оплата за Зубная паста Splat Professional Ультракомплекс 80г по счету 51217758042780522474 от 07.12.2028 г. Сумма 1770,00",SERVICE,NON_FOOD_GOODS
"Оплата по договору №Б03726/51 от 09.04.2027 г., счету 0519 от 09.04.2027 г. за мясные деликатесы. Сумма 45700,00 В т.ч. НДС 20% 7616,66",SERVICE,FOOD_GOODS
"Оплата по дог.финансовой аренды №03211Б от 2025.08.08, акт приема-передачи 397 от 10 января 2024. В т.ч. НДС(20%) 591666,66",SERVICE,LEASING
"Оплата по счетам 0229,0230,0231 от 13.02.2026г (за бетон марки М300)Сумма 27300,00 В т.ч. НДС 20% 4550,0",SERVICE,NON_FOOD_GOODS
"Оплата за насосы по договору №3-02797/32 от 26/01/2028 (частичная оплата).Сумма 930000,00В тч НДС(20%) 155000,0",SERVICE,NON_FOOD_GOODS
"НДС от Комиссия АКБ ""Первый банк"" (АО) за выполнение функции агента валютного контроля за з/п № 582 от 18.02.2024",SERVICE,BANK_SERVICE
Оплата за игристое вино Asti по договору №В-01276/80 от 19 августа 2027г .Сумма 2580000.00 В т.ч. НДС 20% 430000.0,SERVICE,FOOD_GOODS
"Оплата по счетам 0623,0624,0625 от 30.03.2027г. (за бетон марки М300)Сумма 37700,00 В т.ч. НДС 20% 6283,33",SERVICE,NON_FOOD_GOODS
Частичная оплата по счету № 0486 от 15.01.2024 за костюмы ФаворитСумма 27800-00В т.ч. НДС(20%) 4633-33,SERVICE,NON_FOOD_GOODS
"Оплата за Драже M&M""s с молочным шоколадом 45г по счету 19451514448588253525 от 09/07/2023 Сумма 1110.00",SERVICE,FOOD_GOODS
Оплата за Чай Tess Pleasure черный с шиповником и яблоком в пакетиках 25х1.5г по счету 51258584465742165488 от 12 июля 2025 г. Сумма 1060.00,SERVICE,FOOD_GOODS
Оплата за Щетка Spin&Clean Techno съемный скребок для льда черный по счету 73300310137729852928 от 22/10/2023 Сумма 3380-00,SERVICE,NON_FOOD_GOODS
"Оплата по дог.финансовой аренды №А02798/56 от 28 апреля 2023г, акт приема-передачи 263 от 27/12/2024. В т.ч. НДС(20%) 590000.0",SERVICE,LEASING
"Обеспечительный платеж за виллу,договор №26В-03941 от 20.12.2026г.",SERVICE,REAL_ESTATE
Оплата по договору №382 от 27.10.2025. сырье для пвадСумма 3270000.00В т.ч. НДС(20%) 545000.0,SERVICE,NON_FOOD_GOODS
"Оплата за Бритва Venus Simply женская по счету 68314446746904604981 от 20.03.2027г Сумма 4060,00",SERVICE,NON_FOOD_GOODS
"Оплата за Карамель Chupa Chups в ассортименте 17г по счету 23832048632502008338 от 13.10.2028 Сумма 2600,00",SERVICE,FOOD_GOODS
"Частичная оплата по счету № 0845 от 25.01.2024 г. за костюмы ФаворитСумма 19300,00В т.ч. НДС(20%) 3216,66",SERVICE,NON_FOOD_GOODS
"Оплата за игристое вино Asti по договору №01494Б от 04.02.2024 .Сумма 2760000,00 В т.ч. НДС 20% 460000,0",SERVICE,FOOD_GOODS
"По предвариельному договору 51.091886-ЕЕ от 28.11.2027г. за квартиру в ЖК по адресу г. Миасс, Совхозная ул., д. 11",SERVICE,REAL_ESTATE
"Оплата за Сковорода Гардарика Гранит c утолщенным дном из литого алюминия 24см по счету 58907047880329471050 от 2028-10-31 Сумма 2920,00",SERVICE,NON_FOOD_GOODS
"Оплата за Тунец Fish House кусочки в собственном соку 185г по счету 03330800051489518801 от 07 августа 2026 г. Сумма 2490,00",SERVICE,FOOD_GOODS
Выплата на содеражние родных детей,SERVICE,NOT_CLASSIFIED
"ПРЕДОПЛАТА ПО ДОГ. №А04125/84 за Раствор водный натриевых солей (поли)акриловой кислотыСумма 3080000,00 в т.ч.НДС  513333,33",SERVICE,NON_FOOD_GOODS
"Оплата за Набор Seasons карнавальный с крыльями в ассортименте по счету 89726730120158815912 от 23/09/2025 Сумма 4530,00",SERVICE,NON_FOOD_GOODS
Оплата за Чайный напиток Assand Romantic Camomile с ромашкой 25х1.5г по счету 72368709772418517593 от 07/09/2024г. Сумма 1620.00,SERVICE,FOOD_GOODS
Оплата за Шоколад Alpen Gold молочный 80г по счету 23414072552830265085 от 13.01.2028г. Сумма 1820-00,SERVICE,FOOD_GOODS
"Оплата за Соломка рыбная Флотская со вкусом стейка солено-сушеная 15г по счету 62010244919908559687 от 21.06.2025г Сумма 1950,00",SERVICE,FOOD_GOODS
Частичная оплата по счету № 0081 от 07 февраля 2028 г. за костюмы ФаворитСумма 31700-00В т.ч. НДС(20%) 5283-33,SERVICE,NON_FOOD_GOODS
"Оплата за Средство Grass Azelit чистящее 600мл по счету 03416735365188591813 от 19 сентября 2027 г. Сумма 1640,00",SERVICE,NON_FOOD_GOODS
Оплата за Кондиционер Вернель Детский для белья концентрированный 910мл по счету 53591323656212022810 от 11.10.2023г Сумма 4740-00,SERVICE,NON_FOOD_GOODS
"Оплата за Чай зеленый Greenfield Green melissa 25х1.5г по счету 47745743715056364046 от 09.08.2026г Сумма 4750,00",SERVICE,FOOD_GOODS
"Оплата по счетам 0527,0528,0529 от 20 марта 2025 г. (за бетон марки М300)Сумма 25500.00 В т.ч. НДС 20% 4250.0",SERVICE,NON_FOOD_GOODS
Оплата по счету #0250 от 26 сентября 2023г за яхту/катер Midnight Express FL06354,SERVICE,REAL_ESTATE
"Оплата за Грунт Seasons универсальный 10л по счету 85932475659399137420 от 30.08.2024 Сумма 3600,00",SERVICE,NON_FOOD_GOODS
"Оплата по сч. 0699 от 03.02.2028 г. за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94",SERVICE,FOOD_GOODS
"По предвариельному договору №Г01538/35 от 20.08.2023г. за квартиру в ЖК по адрсеу г. Саранск, Чкалова ул., д. 8",SERVICE,REAL_ESTATE
Оплата за Дезодорант Seasons для обуви 100мл по счету 98337744390474465849 от 16/12/2028г. Сумма 1370-00,SERVICE,NON_FOOD_GOODS
Оплата за Пирожные Фили-Бейкер Кольца заварные 300г по счету 87521389623437179582 от 21.06.2025 г. Сумма 3950.00,SERVICE,FOOD_GOODS
Оплата по сч. 0740 от 2025-03-30 за абхазсие мандарины. Сумма 44300-00 В т.ч. НДС 20% - 7383-33,SERVICE,FOOD_GOODS
Оплата по счету 0139 от 16.01.2028г. за Red Bull. Сумма 35000.00 без учета НДС,SERVICE,FOOD_GOODS
"Оплата за Орехи по счету 28985341456236710041 от 16.08.2023г. Сумма 2800,00",SERVICE,FOOD_GOODS
"Оплата за Освежитель Econta WC Море для унитаза 30г по счету 12474218697954808771 от 2027.06.29 Сумма 2490,00",SERVICE,NON_FOOD_GOODS
Оплата за Травяной чай по счету 20839877536067819705 от 17.02.2026г. Сумма 530.00,SERVICE,FOOD_GOODS
Оплата за Туалетная бумага по счету 70244125519105537155 от 13.07.2027 Сумма 1720-00,SERVICE,NON_FOOD_GOODS
Оплата за Мешки для мусора Econta 30л 30шт. по счету 76333502076864829414 от 06.04.2028г Сумма 1430-00,SERVICE,NON_FOOD_GOODS
Оплата за Сахар-рафинад 1кг по счету 31125559556416150026 от 2027.01.24 Сумма 4660.00,SERVICE,FOOD_GOODS
"Оплата за Чай черный Ahmad Tea Mango Magic с ароматом манго 25х1.5г по счету 37260723678062779179 от 23/08/2023 Сумма 4500,00",SERVICE,FOOD_GOODS
Оплата за Кешью Красная цена жареный 100г по счету 38048708453555970511 от 09/07/2025 Сумма 4430-00,SERVICE,FOOD_GOODS
Оплата за Средство чистящее Econta для сливного бака таблетка по счету 29528063960851835031 от 25 июня 2023 г. Сумма 4870-00,SERVICE,NON_FOOD_GOODS
"Оплата по сч. 0591 от 04/04/2026 за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94",SERVICE,FOOD_GOODS
Оплата за Освежители воздуха по счету 11257810335907316335 от 04 января 2023 Сумма 1050.00,SERVICE,NON_FOOD_GOODS
Оплата за Бисквитное пирожное Kinder Delice 39г по счету 01931081636925219991 от 08 февраля 2024г Сумма 4360-00,SERVICE,FOOD_GOODS
Частичная оплата по счету № 0981 от 05/07/2024г. за костюмы ФаворитСумма 22500-00В т.ч. НДС(20%) 3750-00,SERVICE,NON_FOOD_GOODS
"Оплата за Гречка Селяночка ядрица быстроразваривающаяся 5х80г по счету 59102173561653534971 от 24.12.2025 Сумма 4900,00",SERVICE,FOOD_GOODS
Оплата за Леденцы Бон Пари Фруктовый Микс 75г по счету 01923710263556435413 от 30.04.2027г. Сумма 2880-00,SERVICE,FOOD_GOODS
Оплата за Мыло Clean&White Универсальное хозяйственное 2х120г по счету 64442258030113521819 от 30 декабря 2026г Сумма 2330-00,SERVICE,NON_FOOD_GOODS
Оплата за запасные части для оборудования по счету №0471 от 2024.07.23; Договор №258 от 29 сентября 2024 г.,SERVICE,NON_FOOD_GOODS
"Оплата за Комплект Раптор прибор электрический и жидкость по счету 90865808181334063249 от 28 декабря 2028 Сумма 4860,00",SERVICE,NON_FOOD_GOODS
"Оплата за Светодиодная лампа Старт E27 20W теплый свет по счету 37776126600397878298 от 2028-01-19 Сумма 4280,00",SERVICE,NON_FOOD_GOODS
Оплата по сч. 0753 от 29 августа 2023 г. за абхазсие мандарины. Сумма 24900-00 В т.ч. НДС 20% - 4150-00,SERVICE,FOOD_GOODS
Оплата за Кофе Lavazza Crema e Gusto молотый 250г по счету 24508538027603389539 от 25/09/2027 Сумма 3520.00,SERVICE,FOOD_GOODS
"Частичная оплата по счету № 0642 от 10.11.2028г за костюмы ФаворитСумма 13100,00В т.ч. НДС(20%) 2183,33",SERVICE,NON_FOOD_GOODS
Частичная оплата по счету № 0665 от 21.11.2023г за костюмы ФаворитСумма 34900-00В т.ч. НДС(20%) 5816-66,SERVICE,NON_FOOD_GOODS
"Оплата за кофе в зернах по счету 18137450045876885919 от 09 июня 2028 г. Сумма 2900,00 в т.ч. НДС 20% 483,33",REAL_ESTATE,FOOD_GOODS
Оплата за 500 штук новогодних шоколадных подарков по счету 0420 от 21/04/2027 .Сумма 8000.00 В т.ч. НДС 20% 1333.33,REAL_ESTATE,FOOD_GOODS
Оплата за Пленка Econta для упаковки и хранения продуктов полиэтиленовая 30м по счету 94770588115631339636 от 01.11.2023г Сумма 4050.00,REAL_ESTATE,NON_FOOD_GOODS
"Оплата за Гель для стирки Ласка Эффект восстановления цветного 1л по счету 06173338604342528900 от 12.05.2027 Сумма 4640,00",REAL_ESTATE,NON_FOOD_GOODS
Оплата за Салфетки Tolli Classic бумажные универсальные в ассортименте 100шт. по счету 84051124292266541524 от 11.06.2027г. Сумма 3450.00,REAL_ESTATE,NON_FOOD_GOODS
Оплата за Крем-мыло Grass Milana Fruit Bubbles жидкое увлажняющее 1000мл по счету 22009150890829642292 от 25 января 2023 Сумма 4470-00,REAL_ESTATE,NON_FOOD_GOODS
Оплата за Гречка Мистраль 900г по счету 89655885306907564959 от 2023-02-07 Сумма 3180.00,REAL_ESTATE,FOOD_GOODS
"Оплата за Кофе молотый Jardin Andanteв капсулах 10x5г по счету 09676573723716447321 от 26.09.2024 г. Сумма 4220,00",REAL_ESTATE,FOOD_GOODS
Оплата за Морепродукты по счету 19189624325099118007 от 26.06.2024 Сумма 3440.00,REAL_ESTATE,FOOD_GOODS
"Оплата за Мускатный орех Индана молотый 15г по счету 92619986211139745800 от 23/09/2025 Сумма 3720,00",REAL_ESTATE,FOOD_GOODS
Оплата обучения по договору №384 от 11/06/2024,REAL_ESTATE,SERVICE
Оплата по договору №13Д-01626 от 22 августа 2024г. сырье для пвадСумма 2420000-00В т.ч. НДС(20%) 403333-33,REAL_ESTATE,NON_FOOD_GOODS
Частичная оплата по счету № 0310 от 22.07.2025г. за костюмы ФаворитСумма 33800-00В т.ч. НДС(20%) 5633-33,REAL_ESTATE,NON_FOOD_GOODS
Оплата аванса за ГСМ по счету А-0997 от 20 февраля 2024 к Договору 79.095209-ГД от 23/12/2025г.. на сумму 4510000-00В т.ч. НДС(20%) 751666-66,REAL_ESTATE,NON_FOOD_GOODS
"Оплата за ж/д, авиабилеты и проживание по счету 56063183134150807742 от 2026.09.05 на основании договора №73Б-04206 от 25 марта 2028",REAL_ESTATE,SERVICE
Оплата аванса за ГСМ по счету А-0133 от 13 мая 2024 г. к Договору №В00814/24 от 02 сентября 2024 г.. на сумму 4880000.00В т.ч. НДС(20%) 813333.33,REAL_ESTATE,SERVICE
{Д898257}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с трансферного счета 86972320100792941152,REAL_ESTATE,NOT_CLASSIFIED
За аредну машины/автомобиля по договору №Е03170 от 27/07/2026г.,REAL_ESTATE,SERVICE
Оплата по договору 90.230952-ГГ от 21.08.2025 г. частичная оплата за картонСумма 32300.00В тч НДС(20%) 5383.33,REAL_ESTATE,NON_FOOD_GOODS
Оплата за Кружка Пластишка детская в ассортименте 180мл по счету 55794338729958656241 от 22/04/2024 Сумма 3370.00,REAL_ESTATE,NON_FOOD_GOODS
"Оплата за Свеча Kukina Raffinata чайная 6шт. по счету 01373388593117120902 от 23.02.2026г. Сумма 3730,00",REAL_ESTATE,NON_FOOD_GOODS
"Оплата за Губки Liberhaus для мытья посуды 2шт по счету 81478484504418312761 от 13.12.2025 г. Сумма 4420,00",REAL_ESTATE,NON_FOOD_GOODS
Оплата за Фольга алюминиевая Econta для хранения и упаковки продуктов 10м по счету 33319881188294618492 от 13 января 2025г Сумма 960.00,REAL_ESTATE,NON_FOOD_GOODS
Оплата по Договору №8-04115/08 от 2028.11.23за бухгалтерское сопровождение в счет задолженности,REAL_ESTATE,SERVICE
Оплата по счету #0062 от 2027.02.09 за яхту/катер Midnight Express FL06354,REAL_ESTATE,NON_FOOD_GOODS
"Оплата по сч. 0390 от 13.08.2023г за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94",REAL_ESTATE,FOOD_GOODS
Оплата по Договору №39-01300 от 08.09.2023за бухгалтерское сопровождение в счет задолженности,REAL_ESTATE,SERVICE
Оплата по счету № 0112 от 03/11/2024 за мясные деликатесы. Сумма 31200.00 В т.ч. НДС 20% 5200.0,REAL_ESTATE,FOOD_GOODS
Оплата за Сахар Селяночка белый 1кг по счету 68044162801183493240 от 07.12.2027 г. Сумма 3820-00,REAL_ESTATE,FOOD_GOODS
Оплата за Размещение рекламы по счету 04205426392155396041 от 28/12/2024; Договор №А01874 от 13.07.2028,REAL_ESTATE,SERVICE
"Оплата по договору №В01276 от 03/11/2024, счету 0112 от 03/11/2024 за мясные деликатесы. Сумма 31200.00 В т.ч. НДС 20% 5200.0",REAL_ESTATE,FOOD_GOODS
"За транспортировку, перевозка водным транспортом из г. Северск в г. Владимир по договору №В00773/65 от 23.10.2028 г.",REAL_ESTATE,SERVICE
"Оплата за Печенье Orion Choco Boy с обогащающей добавкой, 45г по счету 86137732933484490142 от 2023-06-04 Сумма 890-00",REAL_ESTATE,FOOD_GOODS
"Оплата за ж/д, авиабилеты и проживание по счету 60271006381177789397 от 12.01.2023 на основании договора №А04000 от 12.01.2024г",REAL_ESTATE,SERVICE
"Оплата по счету № 0279,0280,0281 от 19/10/2024г. (в рамках договора финансовой аренды №03Д-02512 от 25/07/2025). В т.ч. НДС(20%) 535000.0",REAL_ESTATE,LEASING
Лечение по договору №44Д-01668 от 04.02.2026,REAL_ESTATE,SERVICE
"Оплата по договору №Б04668 от 21.12.2023, за сырьё для пищевой промышленности в т.ч. НДС 20% 615000,0",REAL_ESTATE,FOOD_GOODS
"За строительные работы по адресу г. Тамбов, Дзержинского ул., д. 19 по договору №В04468/38 от 29.06.2028г.",REAL_ESTATE,SERVICE
"Оплата за Средство чистящее Sanfor Белизна 3в1 многофункциональное 700г по счету 64687915797573673858 от 10.07.2028г. Сумма 980,00",REAL_ESTATE,NON_FOOD_GOODS
За участие в конференции в г. Одинцово по договору №01168А от 16 декабря 2027,REAL_ESTATE,SERVICE
"оплата по счетам 0266, 0666,0021, 0899 за услугиСумма 2026-01-11В т.ч. НДС(20%) 4330000.00 (перевозка грузов)",REAL_ESTATE,SERVICE
Лечение по договору №150 от 06.09.2023г.,REAL_ESTATE,SERVICE
"За строительные работы по адресу г. Одинцово, Заречная ул., д. 12 по договору №4-00539/63 от 2023.02.10",REAL_ESTATE,SERVICE
Оплата по Договору №В00517 от 10.07.2025г. за акты 0299 и 0617 (транспортные услуги)Сумма 15300.00В т.ч. НДС(20%) 2550.0,REAL_ESTATE,SERVICE
"Оплата за игристое вино Asti по договору №43-03480Е от 30.09.2026 .Сумма 1420000,00 В т.ч. НДС 20% 236666,66",REAL_ESTATE,FOOD_GOODS
Оплата по счету #0455 от 09.09.2027 за яхту/катер Midnight Express FL06354,REAL_ESTATE,NON_FOOD_GOODS
Оплата за кофе в зернах по счету 21889395105964830798 от 27.01.2024г. Сумма 800-00 в т.ч. НДС 20% 133-33,REAL_ESTATE,FOOD_GOODS
"Оплата за Яблоки Голден по счету 71515068075794665202 от 07.12.2023г Сумма 3580,00",REAL_ESTATE,FOOD_GOODS
Оплата процентов за период с 22.03.2027 по 2028.10.16 по Договору №066 от 12.03.2028г.,REAL_ESTATE,LOAN
Оплата по счету #0486 от 10 апреля 2025г за яхту/катер Midnight Express FL06354,REAL_ESTATE,NON_FOOD_GOODS
Счет на оплату № 0458 от 06.09.2026г.г.МКР для фильтрпресса. Сумма 9300.00В т.ч. НДС(20%) 1550.0,REAL_ESTATE,NON_FOOD_GOODS
Оплата за Гречка Селяночка ядрица быстроразваривающаяся 5х80г по счету 25272015888181964460 от 02.01.2026г. Сумма 3810.00,REAL_ESTATE,FOOD_GOODS
"Оплата по сч. 909 от 08.05.2026 г., за транспортные услуги НДС не облагается.",REAL_ESTATE,SERVICE
"Оплата за ж/д, авиабилеты и проживание по счету 20317684280176272521 от 14/01/2024г. на основании договора 28.288642-БЕ от 01.02.2024г.",REAL_ESTATE,SERVICE
"Оплата за Конфеты весовые по счету 44793645666929276524 от 06 ноября 2026 г. Сумма 1800,00",REAL_ESTATE,FOOD_GOODS
Оплата за Туалетная бумага Zewa Deluxe Без аромата 3 слоя 8 рулонов по счету 05263007679174263320 от 28.12.2024г Сумма 4100-00,REAL_ESTATE,NON_FOOD_GOODS
Оплата за игристое вино Asti по договору №В00686 от 11/09/2023 .Сумма 1040000-00 В т.ч. НДС 20% 173333-33,REAL_ESTATE,FOOD_GOODS
"Оплата за Пряники Красная Цена 400г по счету 89071135369104934831 от 09 июля 2024г Сумма 1440,00",REAL_ESTATE,FOOD_GOODS
"Оплата аванса за ГСМ по счету А-0877 от 14.05.2024г. к Договору 76.460217-ДЕ от 16.05.2024г. на сумму 4710000,00В т.ч. НДС(20%) 785000,0",REAL_ESTATE,SERVICE
Оплата по счету № 0816 от 26/10/2024; Договор №А02224 от 29 апреля 2025 г.,REAL_ESTATE,SERVICE
"Оплата по сч. 0944 от 30/07/2023г. за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94",REAL_ESTATE,FOOD_GOODS
Оплата по счету #0155 от 04/06/2028 за яхту/катер Midnight Express FL06354,REAL_ESTATE,NOT_CLASSIFIED
"Оплата за Масло кукурузное Селяночка рафинированное дезодорированное 900мл по счету 93216565405872777820 от 31/01/2028 Сумма 3120,00",REAL_ESTATE,FOOD_GOODS
оплата по договору №64-01873 от 05.07.2023г за ЖКТМ,REAL_ESTATE,SERVICE
оплата по договору №42-03426А от 15 апреля 2023г за ЖКТМ,REAL_ESTATE,SERVICE
Оплата по счету #0853 от 12/10/2027г. за яхту/катер Midnight Express FL06354,REAL_ESTATE,NOT_CLASSIFIED
"Оплата за Ананасы Красная Цена кусочки в сиропе 580мл по счету 25756448558807723192 от 19 октября 2025г Сумма 650,00",REAL_ESTATE,FOOD_GOODS
"Оплата за Яблоко сезонное по счету 56740664434894180336 от 18/03/2023г. Сумма 1620,00",REAL_ESTATE,FOOD_GOODS
"Оплата за Чайный напиток Greenfield Cherry Blossom с ароматом вишни 25х2г по счету 49428821699306512822 от 23 апреля 2028 Сумма 2270,00",REAL_ESTATE,FOOD_GOODS
"Оплата за Лапша Доширак быстрого приготовления со вкусом курицы, 90г по счету 84966937111451883377 от 27.03.2027г. Сумма 850-00",REAL_ESTATE,FOOD_GOODS
"Оплата по счетам 0086,0087,0088 от 18.02.2024 г. (за бетон марки М300)Сумма 37700.00 В т.ч. НДС 20% 6283.33",REAL_ESTATE,NON_FOOD_GOODS
Оплата за запасные части для обоурдования по счету №0827 от 01/09/2024г.; Договор №Г00572/14 от 05.04.2024г,REAL_ESTATE,NON_FOOD_GOODS
НДС от Комиссия АКБ 'Первый банк' (АО) за выполнение функции агента валютного контроля за з/п № 565 от 08 февраля 2024г,REAL_ESTATE,BANK_SERVICE
За аренду машины/автомобиля по договору №Б03906/52 от 13.08.2025,REAL_ESTATE,SERVICE
"За строительные работы по адресу г. Нижневартовск, Ленина В.И.ул., д. 5 по договору №А04646/35 от 07.04.2026 г.",REAL_ESTATE,SERVICE
"За строительные работы по адресу г. Уфа, Озерный пер., д. 6 по договору №31-03441 от 09.09.2028 г.",REAL_ESTATE,SERVICE
За бронирование отеля в г. Новороссийск по договору №В01139/86 от 19.07.2024 г.,REAL_ESTATE,SERVICE
Оплата за программирование блока фары Mercedes VIN A007642266. Работы выполнялись по з/н 03.492118-ЕБ,REAL_ESTATE,SERVICE
Оплата за Пятновыводитель Vanish Oxi Action для тканей 450мл по счету 49709209304951045682 от 23/12/2026г. Сумма 770.00,REAL_ESTATE,NON_FOOD_GOODS
"Оплата по сч. 0183 от 21 июня 2024 г. за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94",REAL_ESTATE,FOOD_GOODS
"Оплата по сч. 402 от 05.07.2025г., за транспортные услуги НДС не облагается.",REAL_ESTATE,SERVICE
Оплата за Мороженое Сарафаново Пломбир Шоколадный 12% БЗМЖ 70г по счету 10000999188027997424 от 26 июля 2026 г. Сумма 2740.00,REAL_ESTATE,FOOD_GOODS
Оплата по счету #0358 от 17.04.2028г за яхту/катер Midnight Express FL06354,REAL_ESTATE,NON_FOOD_GOODS
За аренду машины/автомобиля по договору №286 от 27.11.2024г.,REAL_ESTATE,SERVICE
Оплата обучения по договору №В00306/60 от 04 октября 2027г,REAL_ESTATE,SERVICE
"Оплата за Гранат по счету 79999162765053902856 от 28.01.2027г Сумма 2840,00",REAL_ESTATE,FOOD_GOODS
"Оплата по сч. 39 от 17 июня 2025 г., за транспортные услуги НДС не облагается.",REAL_ESTATE,SERVICE
Счет на оплату № 0414 от 06.10.2028гг.МКР для фильтрпресса. Сумма 10500.00В т.ч. НДС(20%) 1750.0,REAL_ESTATE,NON_FOOD_GOODS
Оплата по счету #0706 от 01.04.2023 за яхту/катер Midnight Express FL06354,REAL_ESTATE,NON_FOOD_GOODS
Оплата за Хлопья овсяные Ясно Солнышко №3 350г по счету 05616686606983363974 от 10.08.2026 Сумма 940.00,REAL_ESTATE,FOOD_GOODS
Оплата по договору №3-00025/72 от 10.02.2028. сырье для пвадСумма 930000-00В т.ч. НДС(20%) 155000-00,REAL_ESTATE,NON_FOOD_GOODS
"Оплата по Счету 0986 от 2025.10.14 за банковские сборы Сумма 3500,00 Без налога (НДС)",REAL_ESTATE,BANK_SERVICE
