Date	Amount	Description	Category
07.11.2024	2470-00	Перевод себе	NOT_CLASSIFIED
07.11.2024	4370.00	Оплата государственной пошлины	TAX
07.11.2024	4310,00	За гостиницу (Россия, г. Братск)	SERVICE
07.11.2024	3790-00	Оплата за Лампа светодиодная Старт Eco LED GLS E27 15W 30 теплый свет по счету 61417902629931277470 от 18.09.2026 г. Сумма 3790-00	NON_FOOD_GOODS
07.11.2024	15800-00	Оплата за программирование блока фары Mercedes VIN A007642266. Работы выполнялись по з/н №В-03887/20	SERVICE
07.11.2024	49300.00	За консультации юриста по договору б/н от 15 июня 2028 г.	NOT_CLASSIFIED
07.11.2024	1810.00	Собств. средства	SERVICE
07.11.2024	36800,00	За транспортировку, перевозка автомобилем из г. Дзержинск в г. Хасавюрт по договору №40-01459 от 28.06.2028г	NON_FOOD_GOODS
07.11.2024	2390-00	Оплата за Салфетки Tolli Classic бумажные универсальные в ассортименте 100шт. по счету 91779589015697171160 от 22.07.2024 Сумма 2390-00	FOOD_GOODS
07.11.2024	3620,00	Оплата за Пакеты Liberhaus для продуктов 26x36см 100шт. по счету 32934076027759582607 от 20.06.2028г Сумма 3620,00	NON_FOOD_GOODS
07.11.2024	4770-00	Оплата за Груши Конференция по счету 56783967794818804096 от 11.04.2025г Сумма 4770-00	LOAN
07.11.2024	4680.00	Оплата за Фольга, пленка по счету 27361779316900732022 от 07.01.2025г Сумма 4680.00	NON_FOOD_GOODS
07.11.2024	3940000.00	Оплата по договору процентного займа №94Е-01734 от 25.12.2024г. Без НДС	FOOD_GOODS
07.11.2024	4900.00	Оплата за Сковорода Гардарика Гранит c утолщенным дном из лиотго алюминия 24см по счету 96251928590783106579 от 15.08.2025г. Сумма 4900.00	LOAN
07.11.2024	1380000,00	Оплата по договору №62Г-01209 от 2024-02-03, за сырьё для пищевой промышленности в т.ч. НДС 20% 230000,0	NOT_CLASSIFIED
07.11.2024	2640,00	Оплата налога	SERVICE
07.11.2024	1760000.00	Оплата по договору процентного займа (20%) №Г03370 от 14.06.2023 г.. Без НДС	NOT_CLASSIFIED
07.11.2024	4630,00	Собственные средства	BANK_SERVICE
07.11.2024	2340000,00	Пополнение оборотных средств. НДС не облагается.	LOAN
07.11.2024	1320-00	За гостиницу (Россия, г. Муром)	TAX
07.11.2024	10200,00	Выплата на содержание родных детей	LOAN
07.11.2024	1640,00	"Комиссия за открытие счета согласно Тарифам АКБ ""Первый банк"" (АО). НДС не облагается."	NOT_CLASSIFIED
07.11.2024	276000000-00	Предоставление денежных средств по договору займа б/н от 26 мая 2023. Без НДС	NOT_CLASSIFIED
07.11.2024	32600.00	Выплата на содержание родных детей	FOOD_GOODS
07.11.2024	2430,00	Комиссия за орагнизацию сделки по дог. лизинга №63-02561. Сумма 27.01.2024г., в т.ч. НДС 20% 2430,00	NON_FOOD_GOODS
07.11.2024	222000000-00	Возврат денежных средств по договору займа №В-01296/39 от 12.09.2023. Без НДС	BANK_SERVICE
07.11.2024	7400,00	Алименты	FOOD_GOODS
07.11.2024	3110-00	Оплата за Кисель Русский Продукт Малиновый 190г по счету 50659804333620271076 от 05 января 2024 г. Сумма 3110-00	SERVICE
07.11.2024	9500-00	Покупка орг.техники	SERVICE
07.11.2024	22400.00	"Комиссия АКБ ""Первый банк"" (АО) за выдачу носителей ключей ЭП по системе ""Интернет-Клиент"". НДС не облагается"	SERVICE
07.11.2024	4610,00	Оплата за Авокадо по счету 59255898649179881456 от 31.08.2024г. Сумма 4610,00	BANK_SERVICE
07.11.2024	48200.00	Оплата по Договору №040 от 09.01.2024г. за акты 0561 и 0153 (транспортные услуги)Сумма 48200.00В т.ч. НДС(20%) 8033.33	SERVICE
07.11.2024	8900,00	Оплата по сч. 886 от 05/03/2024г., за транспортные услуги НДС не облагается.	BANK_SERVICE
07.11.2024	3510-00	За гостиницу (Россия, г. Новокузнецк)	NOT_CLASSIFIED
07.11.2024	1950.00	"Комиссия за открытие счета согласно Тарифам АКБ ""Первый банк"" (АО). НДС не облагается."	BANK_SERVICE
07.11.2024	5200.00	Оплата по Счету 0796 от 10.11.2023г. за возмещаемые расходы Сумма 5200.00 в том числе НДС(20%) 866.66	LOAN
07.11.2024	2620.00	"НДС от Комиссия АКБ ""Первый банк"" (АО) за изготовление по запросу клиента ведомости банковского контроля"	FOOD_GOODS
07.11.2024	48500-00	"Оплата основного долга за период с 31/12/2028 по 29.06.2026г. по Договору №338 от 15 декабря 2024г с ОАО ""Второй банк"""	TAX
07.11.2024	4090000.00	оплата по счетам 0844, 0675,0244, 0198 за услугиСумма 19/03/2025г.В т.ч. НДС(20%) 4090000.00 (перевозка грузов)	LOAN
07.11.2024	4900000,00	Оплата по договору процентного займа №234 от 27/08/2023. Без НДС	NOT_CLASSIFIED
07.11.2024	1030,00	Оплата за Яйцо шоколадное Kids Box Десерт с подарком в ассортименте 20г по счету 13706251212814479574 от 15.09.2026г Сумма 1030,00	NOT_CLASSIFIED
07.11.2024	24600-00	Алименты	SERVICE
07.11.2024	3720-00	Комиссия за платежи в валюте Российской Федерации на счета физических лиц в другие кредитные организации	TAX
07.11.2024	2580,00	Оплата за Кофе в зёрнах по счету 68527970884703030772 от 13.06.2023 г. Сумма 2580,00	FOOD_GOODS
07.11.2024	1260000.00	"Оплата по договору №94-01007Е от 10.11.2028 г., счету 0901 от 10.11.2028 г. за ""Дымовские колбасы"".Сумма 1260000.00 В т.ч. НДС 20% 210000.0"	FOOD_GOODS
07.11.2024	810000.00	Оплата по дог.финансовой аренды №2-03366/98 от 24.02.2023г, акт приема-передачи 970 от 04/10/2024г.. В т.ч. НДС(20%) 135000.0	LEASING
07.11.2024	1210-00	Оплата за Чайный напиток Greenfield Cherry Blossom с ароматом вишни 25х2г по счету 50502405304286344019 от 2023-11-21 Сумма 1210-00	FOOD_GOODS
07.11.2024	1230,00	Комиссия за организацию сделки по дог. лизинга №3-00307/02. Сумма 06 января 2024, в т.ч. НДС 20% 1230,00	LEASING
07.11.2024	2550000-00	Предоставление кредита по договору №8-01088/69 от 05.11.2027 г. (нецелевой кредит)	BANK_SERVICE
07.11.2024	69000000,00	Предоставление денежных средств по договору займа №А-00251/79 от 25/02/2023г.. Без НДС	LOAN
07.11.2024	1780000-00	Оплата за насосы по договору №В-02080/98 от 20.03.2026г (частичная оплата).Сумма 1780000-00В тч НДС(20%) 296666-66	NON_FOOD_GOODS
07.11.2024	2600000.00	Оплата по договору процентного займа №03953Е от 02/12/2023. Без НДС	LOAN
07.11.2024	1050-00	Комиссия за организацию сделки по дог. лизинга №31Е-03344. Сумма 29.06.2023, в т.ч. НДС 20% 1050-00	LEASING
07.11.2024	23400-00	Алименты	TAX
07.11.2024	2140000.00	Оплата по счету 0657,0658,0659 от 28.04.2024г (в рамках договора финансовой аренды №46Е-01911 от 19.10.2023 г.). В т.ч. НДС(20%) 356666.66	LEASING
07.11.2024	278000000,00	Предоставление денежных средств по договору займа №19-03921Г от 24.08.2023г. Без НДС	LOAN
07.11.2024	4400000-00	"Оплата по договору №02934Е от 24 октября 2024г, счету 0910 от 24 октября 2024г за ""Дымовские колбасы"".Сумма 4400000-00 В т.ч. НДС 20% 733333-33"	FOOD_GOODS
07.11.2024	373000000.00	Предоставление денежных средств по договору займа №35-02794Е от 28 января 2024. Без НДС	SERVICE
07.11.2024	4600000,00	оплата по счёту № 0699 от 02.04.2023 за транспортные услугиСумма 4600000,00В т.ч. НДС(20%) 766666,66	SERVICE
07.11.2024	1510000-00	За строительные работы по адресу г. Нижний Новгород, Комсомольская ул., д. 4 по договору №47Е-04733 от 26.10.2025	BANK_SERVICE
07.11.2024	4750,00	За гостиницу (Россия, г. Элиста)	SERVICE
07.11.2024	473000000,00	Предоставление денежных средств по договору займа №88-00660А от 04 мая 2024г. Без НДС	TAX
07.11.2024	6900-00	Оплата за консультирование в сфере информационных технологий по договору №347 от 06.09.2025 г.	FOOD_GOODS
07.11.2024	1770-00	гос.услуга	SERVICE
07.11.2024	4170-00	Оплата за Смесь сухая Maggi На второе для плова с курицей 24г по счету 20257555813020454550 от 13/06/2027 Сумма 4170-00	NON_FOOD_GOODS
07.11.2024	29200,00	Оказание прочих услуг	FOOD_GOODS
07.11.2024	3780000.00	Обеспечительный платеж за виллу,договор №00136А от 07.02.2026 г.	LEASING
07.11.2024	12500.00	Оплата по договору б/н от 06.03.2024г частичная оплата за картонСумма 12500.00В тч НДС(20%) 2083.33	LEASING
07.11.2024	2830000,00	"Оплата по договору №38А-00250 от 10 мая 2027г, счету 0527 от 10 мая 2027г за ""Дымовские колбасы"".Сумма 2830000,00 В т.ч. НДС 20% 471666,66"	LEASING
07.11.2024	4870,00	Комиссия за организацию сделки по дог. лизинга №34Г-04166. Сумма 09.01.2023г, в т.ч. НДС 20% 4870,00	FOOD_GOODS
07.11.2024	1410000-00	Пополнение оборотных средств. НДС не облагается.	TAX
07.11.2024	47600.00	"Оплата по товарной накладной 0483 от 27.03.2027г. за конфеты ""Алёнка"".Сумма 47600.00 В т.ч. НДС 20% 7933.33"	LEASING
07.11.2024	1740000.00	Оплата за насосы по договору №03966Д от 09.02.2026 (частичная оплата).Сумма 1740000.00В тч НДС(20%) 290000.0	LEASING
07.11.2024	4750000-00	Предоставление кредита по договору №Б00865/16 от 19 июня 2024 г. (приобретение недвижимости)	SERVICE
07.11.2024	39100.00	{Б283766}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с трансферного счета 41459849362349729840	NON_FOOD_GOODS
07.11.2024	20700-00	Оплата по Договору №Г00448/03 от 22 сентября 2025 за акт 0934 транспортные услуги Сумма 20700-00Без налога(НДС)	FOOD_GOODS
07.11.2024	2350-00	Оплата за Полотенца бумажные Tolli Plus 2 слоя по счету 00880394112145076266 от 12 ноября 2027 Сумма 2350-00	NON_FOOD_GOODS
07.11.2024	5200-00	Доплата по счету №91-01658 от 16 августа 2023 г. аренда помещения в октября 2024 г. Договор №30Г-01497 от 2024.12.31	SERVICE
07.11.2024	38200-00	Оплата по счетам 0612,0613,0614 от 2026-11-14 (за бетон марки М300)Сумма 38200-00 В т.ч. НДС 20% 6366-66	REAL_ESTATE
07.11.2024	2570,00	штраф	NON_FOOD_GOODS
07.11.2024	1790000-00	Оплата по акту сверки б/н от 02.04.2024 г. (в рамках договора лизинга №65-02626А от 02.09.2025 г.). В т.ч. НДС(20%) 298333-33	SERVICE
07.11.2024	4400,00	Консульский сбор	FOOD_GOODS
07.11.2024	2950000,00	Оплата за запчасти по договору поставки №3-02157/13 от 06/08/2024г. (ГБД 0885 АО Автодом Ауди по счету №0130	TAX
07.11.2024	1250-00	Оплата за Смеси для вторых блюд по счету 56882740107416924667 от 13/10/2023г. Сумма 1250-00	SERVICE
07.11.2024	32100,00	Оплата по сч. 0405 от 08.10.2026 за абхазсие мандарины. Сумма 32100,00 В т.ч. НДС 20% - 5350,0	SERVICE
07.11.2024	4910000.00	Покупка продовольственных товаров	SERVICE
07.11.2024	4850000-00	Окончательный расчет по акту приема-передачи №0592 от 13.04.2024 (договор лизинга 59.487701-БА от 14.04.2023г.). В т.ч. НДС(20%) 808333-33	FOOD_GOODS
07.11.2024	1990.00	Оплата за Отбеливатели и пятновыводители по счету 78985149862271523817 от 06.04.2026г Сумма 1990.00	NON_FOOD_GOODS
07.11.2024	1690000.00	Оплата по акту сверки б/н от 19.09.2024г (в рамках договора лизинга №00650А от 01/11/2025). В т.ч. НДС(20%) 281666.66	LEASING
07.11.2024	477000000.00	Возврат денежных средств по договору займа №В-03624/93 от 22.09.2023г. Без НДС	LOAN
07.11.2024	2290000.00	За строительные работы по адресу г. Ставрополь, Центральная ул., д. 10 по договору №58-00185 от 19.06.2028 г.	SERVICE
07.11.2024	4310000.00	За строительные работы по адресу г. Новомосковск, Луговая ул., д. 1 по договору №Е-00127/77 от 20.02.2028	SERVICE
07.11.2024	29400,00	Покупка орг.техники	NON_FOOD_GOODS
07.11.2024	43700-00	Оплата по счету 0327 от 05.11.2023г. за Red Bull. Сумма 43700-00 без учета НДС	FOOD_GOODS
07.11.2024	46500.00	За бронирование отеля в г. Якутск по договору №03Е-02596 от 24.03.2023г.	SERVICE
07.11.2024	22300.00	Лечение по договору №Б02915 от 07.01.2028 г.	SERVICE
07.11.2024	30100.00	Оплата обучения по договору №61-04523 от 12/04/2024г.	BANK_SERVICE
07.11.2024	3450.00	"Комиссия за открытие счета согласно Тарифам АКБ ""Первый банк"" (АО). НДС не облагается."	NOT_CLASSIFIED
07.11.2024	1770-00	Перевод собственных средств себе	TAX
07.11.2024	3900,00	Консульский сбор	REAL_ESTATE
07.11.2024	489000000,00	По предвариельному договору №00541Г от 24.03.2025 г. за квартиру в ЖК по адресу г. Петрозаводск, Кирова ул., д. 10	LOAN
07.11.2024	276000000.00	Предоставление денежных средств по договору займа №8-01352/78 от 14.08.2024г.. Без НДС	NON_FOOD_GOODS
07.11.2024	41400-00	Оплата по счетам 0304,0305,0306 от 21 апреля 2028 г. (за бетон марки М300)Сумма 41400-00 В т.ч. НДС 20% 6900-00	SERVICE
07.11.2024	1200.00	За гостиницу (Россия, г. Димитровград)	FOOD_GOODS
07.11.2024	24800,00	Оплата за 500 штук новогодних шоколадных подарков по счету 0909 от 02.07.2024 .Сумма 24800,00 В т.ч. НДС 20% 4133,33	TAX
07.11.2024	43400.00	Оплата за консультирование в сфере информационных технологий по договору №8-02268/41 от 02.01.2028г	LEASING
07.11.2024	4590,00	Оплата за Мюсли Matti Банан и шоколад 250г по счету 78007976195028106388 от 04.12.2023г. Сумма 4590,00	SERVICE
07.11.2024	2030,00	Оплата штрафа	LEASING
07.11.2024	1320000.00	Оплата по счету 0051,0052,0053 от 23.06.2024 (в рамках договора финансовой аренды №Д02850/25 от 12.05.2024 г.). В т.ч. НДС(20%) 220000.0	LOAN
07.11.2024	47400.00	За участие в конференции в г. Обнинск по договору 93.272568-АЕ от 21 июля 2027г	LOAN
07.11.2024	1180,00	Комиссия за организацию сделки по дог. лизинга №021. Сумма 24.02.2025г, в т.ч. НДС 20% 1180,00	NOT_CLASSIFIED
07.11.2024	19600,00	Оплата по Договору №99-03453 от 10.05.2024г за акты 0246 и 0334 (транспортные услуги)Сумма 19600,00В т.ч. НДС(20%) 3266,66	SERVICE
07.11.2024	690000.00	Оплата по акту сверки б/н от 11.09.2024г. (в рамках договора лизинга №Б-03703/34 от 01.06.2023 г.). В т.ч. НДС(20%) 115000.0	NON_FOOD_GOODS
07.11.2024	481000000.00	Предоставление денежных средств по договору займа №04974Д от 15 августа 2023. Без НДС	TAX
07.11.2024	4380,00	Оплата процентов за период с 03.05.2026 по 09 января 2028г по Договору №3-04034/58 от 2028-09-15	SERVICE
07.11.2024	27100.00	{Д820425}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с трансферного счета 54731967923020126126	FOOD_GOODS
07.11.2024	12100.00	За транспортировку, перевозка по железной дороге из г. Майкоп в г. Дзержинск по договору №01А-03761 от 22 января 2024	FOOD_GOODS
07.11.2024	5000-00	Оплата за Комплект Раптор прибор электрический и жидкость по счету 47477003593098437208 от 27/03/2023 Сумма 5000-00	LOAN
07.11.2024	4900,00	Оплата гос. пошлины	SERVICE
07.11.2024	47100,00	Оплата по Договору №35Б-01057 от 2027-10-08 за акты 0313 и 0096 (транспортные услуги)Сумма 47100,00В т.ч. НДС(20%) 7850,0	SERVICE
07.11.2024	3720-00	Оплата за Конфеты Milla Vanilla Трюфель классический 200г по счету 81189312643438635061 от 11 июня 2027г Сумма 3720-00	LOAN
07.11.2024	366000000-00	Возврат денежных средств по договору займа №Е-00288/27 от 28.01.2023г.. Без НДС	SERVICE
07.11.2024	12600.00	Оплата за ж/д, авиабилеты и проживание по счету 64835983055882512678 от 03.06.2023 на основании договора №00868Д от 02.06.2023г	NOT_CLASSIFIED
07.11.2024	424000000.00	Возврат денежных средств по договору займа №03232А от 05 декабря 2024. Без НДС	TAX
07.11.2024	48900.00	За оказание услуг по договору №162 от 13.11.2025г	SERVICE
07.11.2024	2590.00	Собственные средства	FOOD_GOODS
07.11.2024	4310000-00	Оплата за нут,сафлор по счету 0270,0271,0272 от 29/03/2027г. .Сумма 4310000-00 В т.ч. НДС 20% 718333-33	FOOD_GOODS
07.11.2024	3210-00	Оплата за Аксессуары для стирки по счету 01304151031074137194 от 23.08.2027г. Сумма 3210-00	SERVICE
07.11.2024	18600-00	Оплата по договору №04693А от 01/07/2028, счету 0516 от 01/07/2028 за мясные деликатесы. Сумма 18600-00 В т.ч. НДС 20% 3100-00	NON_FOOD_GOODS
07.11.2024	28900.00	Оплата за ж/д, авиабилеты и проживание по счету 14683949889025698997 от 06.12.2026 на основании договора 26.468844-АЕ от 19.10.2028	FOOD_GOODS
07.11.2024	6800,00	За тур.поездку по договору №4-00570/24 от 2028.06.13	NON_FOOD_GOODS
07.11.2024	209000000.00	По предвариельному договору №Б-02658/52 от 17.10.2028 за квартиру в ЖК по адресу г. Петрозаводск, Речная ул., д. 2	FOOD_GOODS
07.11.2024	960,00	Оплата за Ватные диски Pupi 120шт по счету 71722799932273214356 от 05.12.2023г. Сумма 960,00	REAL_ESTATE
07.11.2024	4570-00	налоги	LOAN
07.11.2024	850000-00	Оплата по договору процентного займа №68-00611 от 2024-03-25. Без НДС	NON_FOOD_GOODS
07.11.2024	1810-00	государственная пошлина	SERVICE
07.11.2024	4960000-00	Оплата за насосы по договору №66Е-00291 от 31/08/2023 (частичная оплата).Сумма 4960000-00В тч НДС(20%) 826666-66	FOOD_GOODS
07.11.2024	3170-00	Консульские сборы	TAX
07.11.2024	277000000.00	Возврат денежных средств по договору займа №В-00220/66 от 29.07.2023. Без НДС	LOAN
07.11.2024	1510000.00	Покупка продовольственных товаров	FOOD_GOODS
07.11.2024	3170000,00	Предоставление кредита по договору №00445Е от 28/09/2026 (нецелевой кредит)	BANK_SERVICE
07.11.2024	12700.00	Оплата за программирование блока фары Mercedes VIN A007642266. Работы выполнялись по з/н №Б-03245/49	SERVICE
07.11.2024	1870.00	Оплата за Консервы из рыбы и морепродуктов по счету 36428874954239379041 от 29.04.2023 Сумма 1870.00	FOOD_GOODS
07.11.2024	2120-00	Оплата за Полотенца бумажные Papia 3 слоя по счету 69821514275267171348 от 05 октября 2023г Сумма 2120-00	NON_FOOD_GOODS
07.11.2024	510,00	гос.услуга	TAX
07.11.2024	2240000-00	Долевое инвестирование в жилищное строительство	REAL_ESTATE
07.11.2024	3470000-00	Оплата за запчасти по договору поставки №17Д-01556 от 27.04.2024 (ГБД 0958 АО Автодом Ауди по счету №0456	NON_FOOD_GOODS
07.11.2024	1640000.00	Пополнение оборотных средств. НДС не облагается.	NOT_CLASSIFIED
07.11.2024	3390.00	Собственные средства	NOT_CLASSIFIED
07.11.2024	4420-00	Оплата за Зефир Шарлиз бело-розовый 180г по счету 58421190631149077261 от 19 января 2025 г. Сумма 4420-00	FOOD_GOODS
07.11.2024	24100.00	Оплата за ж/д, авиабилеты и проживание по счету 37990465990321817666 от 04.08.2025г на основании договора б/н от 06/03/2026г.	TAX
07.11.2024	24400.00	Доплата по счету №8-02555/90 от 10.10.2026г аренда помещения в января 2024 г. Договор №09А-02863 от 29 декабря 2027г	REAL_ESTATE
07.11.2024	8100.00	За транспортировку, перевозка по железной дороге из г. Ростов-на-Дону в г. Тверь по договору б/н от 21.01.2025г	SERVICE
07.11.2024	26300,00	"НДС от Комиссия АКБ ""Первый банк"" (АО) за выполнение функции агента валютного контроля за з/п № 564 от 18.06.2024г."	BANK_SERVICE
07.11.2024	11400,00	За юридические услуги по договору №38-01152 от 15 июля 2024	SERVICE
07.11.2024	2710000,00	Окончательный расчет по акту приема-передачи №0961 от 14.06.2024 (договор лизинга №23В-00092 от 22/09/2025г.). В т.ч. НДС(20%) 451666,66	LEASING
07.11.2024	2070-00	Оплата по Счету 0398 от 08.11.2027 за банковские сборы Сумма 2070-00 Без налога (НДС)	BANK_SERVICE
07.11.2024	18900.00	Оказание прочих услуг	SERVICE
07.11.2024	2070000,00	Оплата по акту сверки б/н от 14.06.2024г. (в рамках договора лизинга №00628Г от 06.11.2023г.). В т.ч. НДС(20%) 345000,0	LOAN
07.11.2024	3890000,00	Оплата по договору процентного займа №В04243/78 от 05/09/2024г.. Без НДС	SERVICE
07.11.2024	19400.00	Оказание прочих услуг	FOOD_GOODS
07.11.2024	2540.00	Оплата за Оливковое масло по счету 75677223072756782420 от 19.12.2023г Сумма 2540.00	NON_FOOD_GOODS
07.11.2024	4050-00	Оплата за Мыло Econta жидкое хозяйственное 1л по счету 64533506351442871016 от 16/05/2023г. Сумма 4050-00	REAL_ESTATE
07.11.2024	1110000-00	Обеспечительный платеж за виллу,договор №03924Г от 03.05.2024г.	REAL_ESTATE
07.11.2024	172000000.00	По предвариельному договору №238 от 14.03.2023 за квартиру в ЖК по адресу г. Бийск, Южная ул., д. 10	SERVICE
07.11.2024	34900.00	За бронирование отеля в г. Дербент по договору №00073В от 09.03.2026	TAX
07.11.2024	1940.00	штраф	NON_FOOD_GOODS
07.11.2024	3730000-00	Оплата за насосы по договору №27А-03681 от 30.12.2026 г. (частичная оплата).Сумма 3730000-00В тч НДС(20%) 621666-66	NON_FOOD_GOODS
07.11.2024	49700,00	Оплата по счетам 0508,0509,0510 от 28.11.2023г (за бетон марки М300)Сумма 49700,00 В т.ч. НДС 20% 8283,33	NON_FOOD_GOODS
07.11.2024	1230,00	Оплата за Влажные салфетки по счету 26762983125125369109 от 19.05.2025г. Сумма 1230,00	SERVICE
07.11.2024	41400.00	За консультации юриста по договору №2-04516/87 от 2028-02-11	SERVICE
07.11.2024	3560-00	Оплата налогов	LEASING
07.11.2024	2020,00	гос. пошлина	BANK_SERVICE
07.11.2024	3610000,00	Оплата по акту сверки б/н от 12/04/2024г. (в рамках договора лизинга №69-02358Е от 14.07.2024г.). В т.ч. НДС(20%) 601666,66	SERVICE
07.11.2024	4380.00	Оплата за Печень говяжья замороженная по счету 92161707103341104497 от 07/06/2023г. Сумма 4380.00	FOOD_GOODS
07.11.2024	1980-00	Оплата за Стейк Веско Классический из говядины охлажденный 190г по счету 15848877726387966020 от 06 мая 2027 Сумма 1980-00	FOOD_GOODS
07.11.2024	3870-00	Оплата за Смесь сухая Maggi На второе для нежного филе куриной грудки с чесноком и травами 30г по счету 71855182235792879351 от 06 июня 2026 Сумма 3870-00	FOOD_GOODS
07.11.2024	2400-00	Оплата за Свинина по счету 16322859786879305882 от 24.10.2027 Сумма 2400-00	FOOD_GOODS
07.11.2024	3160.00	Оплата за Набор кондитерских изделий M&M's & Friends 117г по счету 42792762822348903309 от 09.01.2027 г. Сумма 3160.00	FOOD_GOODS
07.11.2024	810000-00	Оплата по договору процентного займа №А01445 от 06.10.2024. Без НДС	LOAN
07.11.2024	6300.00	Оплата минеральной питьевой воды по счету 58738797284919240981 от 04.09.2024 г. Сумма 6300.00 без учета НДС	FOOD_GOODS
07.11.2024	1570,00	налоги	TAX
07.11.2024	192000000,00	Предоставление денежных средств по договору займа №Б00822 от 18/08/2023г.. Без НДС	LOAN
07.11.2024	4210-00	Оплата за Кукуруза Global Village сахарная 340г по счету 35267038801331200889 от 14.09.2028г Сумма 4210-00	FOOD_GOODS
07.11.2024	37600-00	Оплата по Договору №3-00461/02 от 26/02/2026г. за акт 0755 транспортные услуги Сумма 37600-00Без налога(НДС)	SERVICE
07.11.2024	9500,00	Оплата за консультирование в сфере информационных технологий по договору №6-03211/85 от 17.04.2023г.	SERVICE
07.11.2024	3200.00	Оплата за Контейнер Liberhaus для продуктов герметичный 500мл в ассортименте по счету 88847658123228728503 от 26.06.2027г. Сумма 3200.00	NON_FOOD_GOODS
07.11.2024	3510000.00	Оплата за игристое вино Asti по договору №15-03427 от 15/02/2025 .Сумма 3510000.00 В т.ч. НДС 20% 585000.0	FOOD_GOODS
07.11.2024	4390-00	Оплата государственной пошлины	TAX
07.11.2024	730-00	Оплата за Гель-уход Nivea Увлажнение и забота для душа 750мл по счету 99323215167815458944 от 15.10.2025г. Сумма 730-00	NON_FOOD_GOODS
07.11.2024	2090-00	За гостиницу (Россия, г. Барнаул)	SERVICE
07.11.2024	34200,00	Оказание прочих услуг	SERVICE
07.11.2024	31000-00	Оказание прочих услуг	LOAN
07.11.2024	690000-00	Оплата по договору процентного займа №Б02065/15 от 18.04.2023г.. Без НДС	SERVICE
07.11.2024	15100.00	За аренду машины/автомобиля по договору №В02741 от 2026.12.28	NOT_CLASSIFIED
07.11.2024	4840-00	Перевод себе	SERVICE
07.11.2024	11900,00	За доставку по железной дороге из г. Златоуст в г. Новый Уренгой по договору №Б03800 от 2023-04-24	NON_FOOD_GOODS
07.11.2024	2640,00	Оплата за Шампунь для волос Garnier Fructis SOS восстановление укрепляющий 400мл по счету 43945731812107968674 от 29.03.2026 Сумма 2640,00	FOOD_GOODS
07.11.2024	4730-00	Оплата за Полосатик Fish House желтый сушено-вяленый 40г по счету 19588486196192293295 от 05.07.2027 Сумма 4730-00	SERVICE
07.11.2024	810000.00	оплата по договору №Е01286 от 20 августа 2024 за ЖКТМСумма 810000.00В т.ч. НДС(20%) 135000.0	FOOD_GOODS
07.11.2024	3030000.00	"Оплата по договору №03973А от 30.05.2028г, счету 0778 от 30.05.2028г за ""Дымовские колбасы"".Сумма 3030000.00 В т.ч. НДС 20% 505000.0"	NON_FOOD_GOODS
07.11.2024	4790.00	Оплата за Салфетки Tolli Classic бумажные универсальные в ассортименте 100шт. по счету 91560538044473786877 от 09 сентября 2028г Сумма 4790.00	LEASING
07.11.2024	1330000-00	Оплата по счету 0859,0860,0861 от 14/08/2024 (в рамках договора финансовой аренды №34-01790Г от 2023.04.25). В т.ч. НДС(20%) 221666-66	LEASING
07.11.2024	4330000-00	Оплата по договору лизинга б/н от 20.05.2025, акт приема-передачи 0909 от 20.05.2024. В т.ч. НДС(20%) 721666-66	NON_FOOD_GOODS
07.11.2024	1020-00	Оплата за Набор для рассады кассета и торфяные таблетки 12шт d41см по счету 41610645977307411900 от 04.03.2026г. Сумма 1020-00	NON_FOOD_GOODS
07.11.2024	5800,00	Оплата по договору №491 от 13 декабря 2025 г. частичная оплата за картонСумма 5800,00В тч НДС(20%) 966,66	SERVICE
07.11.2024	2590000,00	6й лизинговый платеж по договору №14-00218А от 27.12.2023. В т.ч. НДС(20%) 431666,66	LEASING
07.11.2024	3860-00	Оплата за Текстиль для дома по счету 05988669615535085931 от 05/06/2025г. Сумма 3860-00	TAX
07.11.2024	5700-00	За оказание услуг по договору №Е04475 от 21 января 2025 г.	FOOD_GOODS
07.11.2024	1440000.00	5й лизинговый платеж по договору №14-02418 от 2023-07-30. В т.ч. НДС(20%) 240000.0	REAL_ESTATE
07.11.2024	3880-00	Оплата гос. услуги	FOOD_GOODS
07.11.2024	4220,00	Оплата за Сельдь Fish House филе Оригинальное слабосоленая в масле 250г по счету 44441210749156264787 от 01.09.2027 Сумма 4220,00	NON_FOOD_GOODS
07.11.2024	2510000.00	Оплата по счету № 0476 от 08.06.2026 г. за аренду помещения по договору субаренды №Д-00130/12 от 03/06/2022	SERVICE
07.11.2024	35900-00	Оплата за ж/д, авиабилеты и проживание по счету 44776853472161732804 от 26.03.2023 г. на основании договора 75.243886-ГГ от 11.03.2023	LOAN
07.11.2024	4210000,00	Оплата Дог №В03186/57 от 02.02.2020г, согл. Сч 0703-27 от 04 марта 2024 г. оплата за сброс загрязняющих веществ	FOOD_GOODS
07.11.2024	4620000-00	Оплата по договору процентного займа (20%) №Г00387/64 от 01 июня 2023 г.. Без НДС	FOOD_GOODS
07.11.2024	3020,00	Оплата за Форма Liberhaus для запекания круглая 7779588 в ассортименте по счету 78556782596973655491 от 10.05.2027 г. Сумма 3020,00	BANK_SERVICE
